contig	cluster	completeness	purity	coverage_stddev	gc_content_stddev	coverage	gc_content	length	superkingdom	phylum	class	order	family	genus	species	taxid	x_1	x_2
scaffold00034	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	46.006348894348896	57.11449631449632	50875	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.532869858372138	11.178857068699743
scaffold00038	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	28.294566919138493	58.45851140354589	47266	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.61896004723132	4.524098003502695
scaffold00039	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	47.69669105881851	54.47485759392401	46873	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	unclassified	unclassified	unclassified	91347	23.088050052613177	9.937883143828474
scaffold00040	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	69.52545103092784	57.207903780068726	46560	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	unclassified	unclassified	1903409	23.55361104623548	11.206337876786693
scaffold00041	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	54.57222699914016	55.25795356835769	46520	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.275649822879327	10.46387356017739
scaffold00043	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	25.06987508858965	56.60878809355067	45152	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.805142728995467	5.321147703638553
scaffold00044	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	46.18581983265088	51.1416236425138	44936	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	unclassified	551	22.839020348064363	9.41213853236128
scaffold00047	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.23152955045227	59.65632155244724	44111	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.26287944348322	4.792814368473807
scaffold00050	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	47.40121679360952	57.96024521642207	43064	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.59785836630025	11.38508315900099
scaffold00051	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	43.643206969625616	58.13279962326348	42470	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.582952504016887	11.316438248639084
scaffold00055	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	56.12853224937558	55.443459522993294	40838	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	unclassified	551	23.372384275562307	10.793835981650089
scaffold00058	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.5583057217744	57.55650066762277	40442	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.513281909699685	11.203395377335598
scaffold00059	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.049009125494194	57.76164308625705	40217	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.65396271392573	5.100304696063972
scaffold00062	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	11.424803563385217	59.32886241929833	39962	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.10764126513836	4.73570907750866
scaffold00063	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	36.963027948364456	50.14914149642812	39895	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	enterobacteriaceae	klebsiella	unclassified	570	21.542217133330464	6.950989017801818
scaffold00064	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	33.95756396978959	59.77165374220112	39589	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.271643108135024	4.818109845360991
scaffold00066	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	50.85035996755222	57.34891502737781	39448	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.583965365310988	11.32558632344149
scaffold00068	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.847006255585345	55.48065875143623	39165	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.45020645529849	5.487942670097598
scaffold00069	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	52.09328826406494	57.85511254513329	39051	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	unclassified	551	23.595172467722136	11.325134340034444
scaffold00070	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.65476252002688	55.78066049925061	38698	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	unclassified	unclassified	1903409	23.377704532242955	10.782493153940957
scaffold00071	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.2098884236261	57.78043642227366	38449	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.742139385573648	4.875938369220837
scaffold00074	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	58.90892149400247	57.28234336859235	38099	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.571234311388505	11.391108077878163
scaffold00076	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	21.356400466645457	49.615547778131294	37716	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_sp._b270	2836826	21.506731971222447	7.598996732456031
scaffold00079	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	66.52639525626596	59.3186372745491	36427	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.66968643644922	11.48114980320938
scaffold00085	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	8.408677615502642	54.49792578280389	35194	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	24.326842901521232	5.490231272344818
scaffold00089	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	23.656247238016675	57.85876322069352	33943	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_agglomerans	549	26.73693299258796	5.070722327062065
scaffold00091	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.85543880420305	56.79147550688175	33785	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.98601062412993	5.077843696903535
scaffold00093	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.91601253544247	54.6396060289509	33505	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	unclassified	unclassified	1903409	23.18711852785865	10.270939611036903
scaffold00096	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	32.05540437242012	60.57177801559395	32705	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.347534693452552	4.700344937020148
scaffold00099	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	55.2379679144385	56.71869170501181	32164	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	unclassified	unclassified	1903409	23.48897734717777	11.106274148024696
scaffold00100	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	45.99197139810576	56.375838926174495	31886	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.400396797474023	10.9062911043857
scaffold00102	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	32.753935823117615	58.32620608825113	31569	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.916762281559446	4.663667748067913
scaffold00107	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	26.111767146459005	56.110171384801966	31333	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_sp._sc1	593105	25.589347572928023	5.449656505272527
scaffold00108	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	20.62864186463469	57.591086636357815	31234	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.56093496981992	4.831720039082412
scaffold00111	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	46.99792886961587	60.07248956344455	30901	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.677955594807152	11.57812700854173
scaffold00112	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	23.64647969428072	56.20182654316989	30878	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.378142440022675	4.6893743285272524
scaffold00113	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	27.538604016377462	60.41463573146162	30774	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.355868255692634	4.79985925325738
scaffold00118	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	27.690317715334928	58.382242040722645	30499	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.93652149647606	4.687243921760507
scaffold00119	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	7.490704726745336	56.905531017206144	30338	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.674483206282847	4.784404396399398
scaffold00128	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	26.898474753965303	61.476546383036286	29569	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.46889664940316	4.776817170784378
scaffold00130	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	51.87140916808149	58.42105263157895	29450	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.60538704056637	11.465465977741555
scaffold00132	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	29.467692307692307	58.87179487179487	29250	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.140276699146835	4.831208885136159
scaffold00136	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.25748709122203	57.25301204819277	29050	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.53566831819035	11.308368664047393
scaffold00138	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.66264681208054	54.14569351230425	28608	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	24.043746997089595	5.387734150044661
scaffold00140	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	44.839927112170166	61.68833444300382	28537	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.714367841593525	11.438255788960053
scaffold00141	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	42.58202878202878	53.90312390312391	28490	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.1190129687654	10.174840864845068
scaffold00143	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	39.27708628005658	54.58628005657709	28280	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.16901667559705	10.246110484549062
scaffold00144	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	29.26609593887081	59.45238432149427	28268	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.045026667352943	4.635154084447724
scaffold00146	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.18591199432221	54.75514549325763	28180	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	22.98155480435957	9.40841650095666
scaffold00148	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	57.65590280266648	53.874274245573794	27902	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.158945139524125	10.175039494177078
scaffold00149	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	25.15670110515137	54.13081824399726	27779	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	24.12050420784816	5.778486303881228
scaffold00151	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	58.09222541565104	58.88601884527231	27487	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.64646964861188	11.543599419550317
scaffold00153	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	29.72636489540054	59.0021138566951	27438	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_anthophila	470931	27.10769446622632	4.705043953366031
scaffold00159	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	44.06673124930139	54.26431685234174	26839	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.177087528972425	10.086335147000828
scaffold00164	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	42.75454303021068	56.80216389195779	26249	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.420371569352536	10.90138819846463
scaffold00167	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	47.6265435660704	59.76149259472975	25995	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.676231251938727	11.514377340770736
scaffold00169	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.5288416988417	57.58687258687259	25900	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.96207601614795	5.003327259588798
scaffold00173	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	43.10914789422135	57.35161606268365	25525	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.509668401581397	11.091805067704763
scaffold00175	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	41.054269033345086	51.46741898828416	25521	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	22.297132290795187	8.13927348960904
scaffold00178	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	40.83680418085359	56.73449996040858	25258	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.479739738706957	11.087514282377889
scaffold00180	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	11.493423150510203	56.82796556122449	25088	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.842751547820576	4.672335396582961
scaffold00181	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	9.307522744579376	55.7532764217867	24951	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.457232520720613	5.571635454635756
scaffold00188	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	41.92996205246659	56.669691470054445	24244	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.508733759345237	10.933495613752248
scaffold00190	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	43.341405959416456	56.79629706161921	24197	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.499659735387446	11.213055227411727
scaffold00191	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	48.31558935361217	57.4268474127955	24196	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.562887244609247	11.446045109850406
scaffold00192	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	61.49510026876163	57.01467851974364	24185	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.59210081402125	11.385772494624888
scaffold00196	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	43.253911599917	56.62170574808052	24095	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.50764776350036	11.106502540983024
scaffold00203	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	23.99628872857679	55.26875443059088	23981	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.50738467325929	5.571561099357112
scaffold00204	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	27.112790115211222	60.03506428452162	23956	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.32297646292025	4.724336949723847
scaffold00205	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	27.78441907320349	59.37290127602418	23824	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.112314565075177	4.796596909102379
scaffold00206	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	24.31682003445523	53.03163998487332	23799	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_vagans	470934	23.86192882053662	5.812231242042663
scaffold00208	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	47.47337899735261	59.15451527503467	23797	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	unclassified	551	23.60874820466971	11.373452372296644
scaffold00210	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	8.344887716910513	54.384994896223205	23512	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_sp._ov426	1881036	24.31130762057758	5.405162880573616
scaffold00214	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	56.380144759946894	59.83553899524605	23349	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.67491139397844	11.529219484790884
scaffold00219	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	28.14340649844452	58.84030418250951	23144	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.067147645234414	4.72777755441618
scaffold00223	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	29.078820515047557	58.57905936509315	23027	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.99591017804766	4.69450045189199
scaffold00227	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	25.568	59.33114754098361	22875	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	27.00751776169545	4.61078156465767
scaffold00232	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	23.66346365760127	58.70762992021863	22687	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.960391317162102	4.764101983125172
scaffold00233	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	9.508151813723323	56.12601069235188	22633	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.337976449030624	4.963845793883774
scaffold00236	bin_0003	25.899280575539567	100.0	1.3657717130059022	2.262257251520318	7.841298828559975	56.7190771012427	22451	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	25.40894652436276	4.707682518100937
scaffold00239	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	31.956581883087907	57.61267291387773	22410	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.62529126778124	4.750030130733167
scaffold00243	bin_0002	38.1294964028777	98.11320754716981	3.972878086697825	2.9034055280194395	30.82218803728169	57.700660573703736	22102	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	unclassified	53335	26.32866133863307	4.683287346106188
scaffold00244	bin_0001	31.654676258992804	97.72727272727273	7.533535640955151	2.3715541717757516	49.589491786215326	55.324252160926825	22097	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	erwinia	erwinia_sp._198	2022746	23.30637375334333	10.616837265834922
