ant,yeast,source,publication
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces roseus,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces roseus,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces roseus,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces sp.,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces sp.,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Sporobolomyces sp.,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Torulaspora delbrueckii-similar (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Torulaspora delbrueckii-similar (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Torulaspora delbrueckii-similar (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Trichosporon beigelii,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Trichosporon beigelii,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Trichosporon beigelii,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Trichosporon sp.,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Trichosporon sp.,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Trichosporon sp.,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Vanrija humicola (Candida humicola),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Vanrija humicola (Candida humicola),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Vanrija humicola (Candida humicola),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Waste deposit,Arcuri et al. (2014)
Atta capiguara,Aureobasidium pullulans,Ant Exoskeleton,Attili-Angelis et al 2014
Atta capiguara,Papiliotrema laurentii (Cryptococcus laurentii),Ant Exoskeleton,Attili-Angelis et al 2014
Atta capiguara,Phialophora attinorum (Phialophora attae),Ant Exoskeleton,Attili-Angelis et al 2014
Atta capiguara,Phialophora capiguarae,Ant Exoskeleton,Attili-Angelis et al 2014
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Aureobasidium pullulans,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Aureobasidium pullulans,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Aureobasidium pullulans,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida albicans (Candida stellatoidea),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida albicans (Candida stellatoidea),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida albicans (Candida stellatoidea),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida colliculosa,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida colliculosa,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida colliculosa,Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida javanica (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida javanica (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida javanica (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida maltosa,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida maltosa,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida maltosa,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida materiae,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida materiae,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida materiae,Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida parapsilosis,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida parapsilosis,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida parapsilosis,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida quercitrusa,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida quercitrusa,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida quercitrusa,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida saitoana (Torulopsis candida),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida saitoana (Torulopsis candida),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida saitoana (Torulopsis candida),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida sake,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida sake,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida sake,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida sp.,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida sp.,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida sp.,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Candida valida-like (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Candida valida-like (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Candida valida-like (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Cryptococcus albidus var. albidus (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Cryptococcus albidus var. albidus (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Cryptococcus albidus var. albidus (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Cryptococcus sp.,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Cryptococcus sp.,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Cryptococcus sp.,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Debaryomyces hansenii (Candida famata),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Debaryomyces hansenii (Candida famata),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Debaryomyces hansenii (Candida famata),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella luteola,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella luteola,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella luteola,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella sinensis,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella sinensis,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella sinensis,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella sp.,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella sp.,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella sp.,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hannaella zeae,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hannaella zeae,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hannaella zeae,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hanseniaspora opuntiae,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hanseniaspora opuntiae,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hanseniaspora opuntiae,Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Kazachstania unispora,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Kazachstania unispora,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Kazachstania unispora,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Pichia mexicana-similar (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Pichia mexicana-similar (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Pichia mexicana-similar (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Waste deposit,Carreiro et al. (1997)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Fungus Garden,Carreiro et al. (1997)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Waste deposit,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces roseus,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces roseus,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces roseus,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces sp.,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces sp.,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Sporobolomyces sp.,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Torulaspora delbrueckii-similar (?),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Torulaspora delbrueckii-similar (?),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Torulaspora delbrueckii-similar (?),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Trichosporon beigelii,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Trichosporon beigelii,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Trichosporon beigelii,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Trichosporon sp.,Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Trichosporon sp.,Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Trichosporon sp.,Waste deposit,Carreiro et al. (1997)
Atta sexdens,Vanrija humicola (Candida humicola),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Vanrija humicola (Candida humicola),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Vanrija humicola (Candida humicola),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Ant exoskeleton,Carreiro et al. (1997)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Fungus Garden,Carreiro et al. (1997)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Waste deposit,Carreiro et al. (1997)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Carreiro et al. (2002)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Waste deposit,Carreiro et al. (2002)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Fungus Garden,Carreiro et al. (2002)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Waste deposit,Carreiro et al. (2002)
Atta sexdens,Aureobasidium pullulans,Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Aureobasidium pullulans,Fungus Garden,Carreiro et al. (2002)
Atta sexdens,Aureobasidium pullulans,Waste deposit,Carreiro et al. (2002)
Atta sexdens,Candida albicans (Candida stellatoidea),Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Candida albicans (Candida stellatoidea),Fungus Garden,Carreiro et al. (2002)
Atta sexdens,Candida albicans (Candida stellatoidea),Waste deposit,Carreiro et al. (2002)
Atta sexdens,Candida colliculosa,Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Candida colliculosa,Fungus Garden,Carreiro et al. (2002)
Atta sexdens,Candida colliculosa,Waste deposit,Carreiro et al. (2002)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Fungus Garden,Carreiro et al. (2002)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Waste deposit,Carreiro et al. (2002)
Atta sexdens,Candida javanica (?),Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Candida javanica (?),Fungus Garden,Carreiro et al. (2002)
Atta sexdens,Candida javanica (?),Waste deposit,Carreiro et al. (2002)
Atta sexdens,Candida maltosa,Ant exoskeleton,Carreiro et al. (2002)
Atta sexdens,Candida maltosa,Fungus Garden,Carreiro et al. (2002)
