2,tRNA,RF00005,Ga0157357_1156374,-,CL00001,cm,5,71,1,70,+,5',2,0.54,0.0,57.8,1.2e-10,!,*,-,-,-,-,-,-,tRNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1139433,-,CL00111,cm,1781,1851,1,71,+,5',2,0.56,0.0,50.4,4.4e-11,!,=,1,1.000,0.934,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,tRNA,RF00005,Ga0157357_1105032,-,CL00001,cm,9,71,1,72,+,5',2,0.50,0.0,34.5,0.00039,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157357_1125210,-,CL00001,cm,9,71,1,72,+,5',2,0.50,0.0,34.5,0.00039,!,*,-,-,-,-,-,-,tRNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1195266,-,CL00111,cm,1406,1477,1,72,+,5',2,0.51,0.0,54.8,2.9e-12,!,=,1,1.000,0.973,",",",Archaeal,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1195531,-,CL00111,cm,1406,1477,1,72,+,5',2,0.51,0.0,54.8,2.9e-12,!,=,1,1.000,0.973,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_archaea,RF01959,Ga0157357_1041937,-,CL00111,cm,1406,1477,1,72,+,5',2,0.51,0.0,54.8,2.9e-12,!,=,2,1.000,0.973,",",",Archaeal,small,subunit,ribosomal,RNA
1,LSU_rRNA_archaea,RF02540,Ga0157357_1186595,-,CL00112,cm,172,244,1,73,+,5',4,0.41,0.1,51.8,2.5e-12,!,*,-,-,-,-,-,-,Archaeal,large,subunit,ribosomal,RNA
1,tRNA,RF00005,Ga0157357_1138823,-,CL00001,cm,1,71,1,73,+,no,1,0.67,0.0,64.1,2e-12,!,*,-,-,-,-,-,-,tRNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1195266,-,CL00111,cm,1460,1533,1,74,+,5',2,0.50,0.0,59.1,5.9e-15,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1195531,-,CL00111,cm,1460,1533,1,74,+,5',2,0.50,0.0,59.1,5.9e-15,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,tRNA,RF00005,Ga0157357_1098441,-,CL00001,cm,1,71,1,74,+,no,1,0.59,0.0,63.4,3.3e-12,!,*,-,-,-,-,-,-,tRNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1139433,-,CL00111,cm,1404,1477,1,74,+,5',2,0.57,0.0,55.3,2.1e-12,!,=,1,1.000,0.974,",",",Archaeal,small,subunit,ribosomal,RNA
2,SSU_rRNA_bacteria,RF00177,Ga0157357_1041937,-,CL00111,cm,1460,1533,1,74,+,5',2,0.50,0.0,59.1,5.9e-15,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,tRNA,RF00005,Ga0157357_1068030,-,CL00001,cm,1,71,1,74,+,no,1,0.54,0.0,49.2,3e-08,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157357_1162459,-,CL00001,cm,9,71,1,75,+,5',2,0.39,0.0,33.7,0.00065,!,*,-,-,-,-,-,-,tRNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1139433,-,CL00111,cm,1458,1533,1,76,+,5',2,0.55,0.0,66.0,3.5e-17,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,5_8S_rRNA,RF00002,Ga0157357_1096189,-,CL00112,cm,75,154,1,82,+,5',2,0.62,0.0,49.4,7.4e-10,!,*,-,-,-,-,-,-,5.8S,ribosomal,RNA
1,LSU_rRNA_eukarya,RF02543,Ga0157357_1033044,-,CL00112,cm,3320,3401,1,82,+,5',2,0.37,0.0,51.5,8.4e-09,!,*,-,-,-,-,-,-,Eukaryotic,large,subunit,ribosomal,RNA
2,LSU_rRNA_eukarya,RF02543,Ga0157357_1018358,-,CL00112,cm,3320,3401,1,82,+,5',2,0.37,0.0,51.5,8.4e-09,!,*,-,-,-,-,-,-,Eukaryotic,large,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1171876,-,CL00111,cm,1769,1851,1,82,+,5',2,0.56,0.0,51.0,2.8e-11,!,=,1,1.000,0.943,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1117884,-,CL00112,cm,2841,2925,1,85,+,5',2,0.54,0.0,61.0,2.2e-16,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1119074,-,CL00112,cm,2841,2925,1,85,+,5',2,0.54,0.0,61.0,2.2e-16,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1171876,-,CL00111,cm,1393,1477,1,85,+,5',2,0.56,0.0,56.9,7.2e-13,!,=,1,1.000,0.977,",",",Archaeal,small,subunit,ribosomal,RNA
1,5S_rRNA,RF00001,Ga0157357_1154479,-,CL00113,cm,31,119,1,86,+,5',2,0.51,0.0,42.6,8.3e-06,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,5S_rRNA,RF00001,Ga0157357_1154524,-,CL00113,cm,31,119,1,86,+,5',2,0.51,0.0,42.6,8.3e-06,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1177677,-,CL00111,cm,1766,1851,1,86,+,5',2,0.58,0.0,51.4,2.2e-11,!,=,1,1.000,0.945,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1171876,-,CL00111,cm,1447,1533,1,87,+,5',2,0.55,0.0,69.2,3.1e-18,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1177677,-,CL00111,cm,1389,1477,1,89,+,5',2,0.58,0.0,56.5,9.2e-13,!,=,1,1.000,0.978,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1168584,-,CL00111,cm,1762,1851,1,90,+,5',2,0.58,0.0,51.0,2.9e-11,!,=,1,1.000,0.947,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1077743,-,CL00112,cm,2835,2925,1,91,+,5',2,0.54,0.0,68.5,7e-19,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,RtT,RF00391,Ga0157357_1010287,-,-,cm,38,130,1,91,+,5',2,0.66,0.0,75.3,3.2e-14,!,*,-,-,-,-,-,-,RtT,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1177677,-,CL00111,cm,1443,1533,1,91,+,5',2,0.57,0.0,70.2,1.5e-18,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,RtT,RF00391,Ga0157357_1123901,-,-,cm,38,130,1,91,+,5',2,0.66,0.0,75.3,3.2e-14,!,*,-,-,-,-,-,-,RtT,RNA
1,5S_rRNA,RF00001,Ga0157357_1134295,-,CL00113,cm,25,119,1,92,+,5',2,0.52,0.0,49.2,1.7e-07,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1138303,-,CL00112,cm,2834,2925,1,92,+,5',2,0.54,0.0,72.8,2.5e-20,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,radC,RF01754,Ga0157357_1170378,-,-,cm,52,148,1,92,+,5',2,0.60,0.0,40.5,0.00047,!,*,-,-,-,-,-,-,radC,RNA
1,radC,RF01754,Ga0157357_1180342,-,-,cm,52,148,1,92,+,5',2,0.60,0.0,40.5,0.00047,!,*,-,-,-,-,-,-,radC,RNA
1,tRNA,RF00005,Ga0157357_1111535,-,CL00001,cm,3,71,1,92,+,5',2,0.54,0.0,39.3,1.8e-05,!,*,-,-,-,-,-,-,tRNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1169057,-,CL00111,cm,1760,1851,1,92,+,5',2,0.57,0.0,50.7,3.5e-11,!,=,1,1.000,0.948,",",",Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1168584,-,CL00111,cm,1385,1477,1,93,+,5',2,0.58,0.0,56.7,7.8e-13,!,=,1,1.000,0.979,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1164066,-,CL00111,cm,1757,1851,1,94,+,5',2,0.56,0.0,50.7,3.5e-11,!,=,1,1.000,0.949,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1168584,-,CL00111,cm,1439,1533,1,95,+,5',2,0.57,0.0,74.2,7.9e-20,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1169057,-,CL00111,cm,1382,1477,1,95,+,5',2,0.57,0.0,57.0,6.4e-13,!,=,1,1.000,0.979,",",",Archaeal,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1068671,-,CL00112,cm,2830,2925,1,96,+,5',2,0.54,0.0,75.2,4e-21,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,RsmY,RF00195,Ga0157357_1075351,-,CL00106,cm,30,121,1,96,+,5',2,0.54,0.0,73.0,8.8e-16,!,*,-,-,-,-,-,-,RsmY,RNA,family
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1169057,-,CL00111,cm,1437,1533,1,97,+,5',2,0.56,0.0,76.7,1.2e-20,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1164066,-,CL00111,cm,1380,1477,1,97,+,5',2,0.57,0.0,53.9,5.5e-12,!,=,1,1.000,0.980,",",",Archaeal,small,subunit,ribosomal,RNA
1,SAH_riboswitch,RF01057,Ga0157357_1200598,-,-,cm,4,78,1,99,+,5',2,0.66,0.0,62.9,2.3e-09,!,*,-,-,-,-,-,-,S-adenosyl-L-homocysteine,riboswitch
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1164066,-,CL00111,cm,1435,1533,1,99,+,5',2,0.56,0.0,78.5,3e-21,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1011685,-,CL00112,cm,2826,2925,1,100,+,5',2,0.49,0.0,74.5,6.7e-21,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1022404,-,CL00112,cm,2826,2925,1,100,+,5',2,0.55,0.0,76.4,1.5e-21,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,RgsA,RF00628,Ga0157357_1148020,-,-,cm,95,194,1,101,+,5',2,0.55,0.0,100.8,8.6e-23,!,*,-,-,-,-,-,-,RgsA,sRNA
1,P14,RF01669,Ga0157357_1135606,-,-,cm,45,146,1,103,+,5',2,0.40,0.0,69.8,7.3e-12,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P14
1,P14,RF01669,Ga0157357_1193296,-,-,cm,45,146,1,103,+,5',2,0.40,0.0,69.8,7.3e-12,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P14
1,rsmX,RF02144,Ga0157357_1177397,-,CL00106,cm,14,114,1,104,+,5',2,0.52,0.0,64.2,6.3e-10,!,*,-,-,-,-,-,-,rsmX
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1155918,-,CL00111,cm,1722,1851,1,106,+,5',2,0.55,0.0,51.6,2e-11,!,=,1,1.000,0.955,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,rsmX,RF02144,Ga0157357_1158321,-,CL00106,cm,14,114,1,107,+,5',2,0.56,0.0,72.3,9.3e-12,!,*,-,-,-,-,-,-,rsmX
1,rsmX,RF02144,Ga0157357_1193853,-,CL00106,cm,14,114,1,107,+,5',2,0.56,0.0,72.3,9.3e-12,!,*,-,-,-,-,-,-,rsmX
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1143078,-,CL00111,cm,1742,1851,1,107,+,5',2,0.54,0.0,50.5,4.2e-11,!,=,1,1.000,0.955,",",",Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1153927,-,CL00111,cm,1739,1851,1,108,+,5',2,0.55,0.0,50.4,4.3e-11,!,=,1,1.000,0.956,",",",Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1180003,-,CL00111,cm,1738,1851,1,109,+,5',2,0.55,0.0,51.4,2.3e-11,!,=,1,1.000,0.956,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,5S_rRNA,RF00001,Ga0157357_1051488,-,CL00113,cm,7,119,1,110,+,5',2,0.64,0.0,58.9,5e-10,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1155918,-,CL00111,cm,1423,1533,1,111,+,5',2,0.54,0.0,92.8,7.1e-26,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1165824,-,CL00111,cm,1718,1851,1,111,+,5',2,0.55,0.0,51.7,1.8e-11,!,=,1,1.000,0.957,",",",Eukaryotic,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1114829,-,CL00111,cm,1718,1851,1,111,+,5',2,0.55,0.0,51.7,1.8e-11,!,=,1,1.000,0.957,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,5S_rRNA,RF00001,Ga0157357_1125051,-,CL00113,cm,5,119,1,112,+,5',2,0.64,0.0,60.8,1.6e-10,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1143078,-,CL00111,cm,1422,1533,1,112,+,5',2,0.54,0.0,92.8,7.5e-26,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
3,5S_rRNA,RF00001,Ga0157357_1075717,-,CL00113,cm,5,119,1,112,+,5',2,0.64,0.0,62.2,6.9e-11,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1153927,-,CL00111,cm,1421,1533,1,113,+,5',2,0.54,0.0,94.5,2e-26,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,6S,RF00013,Ga0157357_1000022,-,-,cm,70,187,1,114,+,5',2,0.59,0.0,69.0,6.3e-12,!,*,-,-,-,-,-,-,6S,/,SsrS,RNA
1,6S,RF00013,Ga0157357_1011967,-,-,cm,70,187,1,114,+,5',2,0.59,0.0,69.0,6.3e-12,!,*,-,-,-,-,-,-,6S,/,SsrS,RNA
1,RgsA,RF00628,Ga0157357_1185143,-,-,cm,82,194,1,114,+,5',2,0.56,0.0,111.9,9.6e-26,!,*,-,-,-,-,-,-,RgsA,sRNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1180003,-,CL00111,cm,1420,1533,1,114,+,5',2,0.54,0.0,96.3,5.3e-27,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,5S_rRNA,RF00001,Ga0157357_1003522,-,CL00113,cm,1,119,1,115,+,no,1,0.64,0.0,67.2,3.6e-12,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,RgsA,RF00628,Ga0157357_1184918,-,-,cm,81,194,1,115,+,5',2,0.56,0.0,112.1,8.3e-26,!,*,-,-,-,-,-,-,RgsA,sRNA
1,tmRNA,RF00023,Ga0157357_1031847,-,CL00001,cm,239,354,1,115,+,5',2,0.55,0.0,77.6,6.4e-20,!,*,-,-,-,-,-,-,transfer-messenger,RNA
2,5S_rRNA,RF00001,Ga0157357_1104755,-,CL00113,cm,1,119,1,115,+,no,1,0.64,0.0,65.8,8.4e-12,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1114829,-,CL00111,cm,1418,1533,1,116,+,5',2,0.54,0.0,99.5,4.8e-28,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1165824,-,CL00111,cm,1418,1533,1,116,+,5',2,0.54,0.0,99.5,4.8e-28,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,Ga0157357_1160502,-,CL00111,cm,1712,1851,1,117,+,5',2,0.56,0.0,53.2,6.2e-12,!,=,1,1.000,0.959,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,Ga0157357_1135101,-,CL00112,cm,2813,2925,1,118,+,5',2,0.54,0.0,77.4,7e-22,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,LSU_rRNA_eukarya,RF02543,Ga0157357_1046731,-,CL00112,cm,2204,2323,1,120,+,5',4,0.47,0.0,144.2,1e-32,!,^,-,-,-,-,-,-,Eukaryotic,large,subunit,ribosomal,RNA
1,LSU_rRNA_eukarya,RF02543,Ga0157357_1040049,-,CL00112,cm,2202,2323,1,122,+,5',4,0.48,0.0,147.9,1.1e-33,!,^,-,-,-,-,-,-,Eukaryotic,large,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1160502,-,CL00111,cm,1412,1533,1,122,+,5',2,0.55,0.0,103.9,1.8e-29,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,Ga0157357_1046731,-,CL00112,cm,1959,2081,1,122,+,5',4,0.48,0.0,76.8,3.1e-20,!,=,1,0.984,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_bacteria,RF02541,Ga0157357_1040049,-,CL00112,cm,1862,1999,1,122,+,5',4,0.48,0.0,62.7,5.8e-17,!,=,1,1.000,1.000,",",",Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,Ga0157357_1040049,-,CL00112,cm,1957,2080,1,123,+,5',4,0.48,0.0,80.2,2.6e-21,!,=,1,0.992,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,PhrS,RF01673,Ga0157357_1185152,-,-,cm,86,213,1,124,+,5',2,0.47,0.0,81.0,2.9e-18,!,*,-,-,-,-,-,-,PhrS
1,rmf,RF01755,Ga0157357_1172662,-,-,cm,7,132,1,127,+,5',2,0.61,0.0,88.0,3.3e-17,!,*,-,-,-,-,-,-,rmf,RNA
1,rmf,RF01755,Ga0157357_1194611,-,-,cm,7,132,1,127,+,5',2,0.62,0.0,90.2,9e-18,!,*,-,-,-,-,-,-,rmf,RNA
1,P14,RF01669,Ga0157357_1133632,-,-,cm,33,146,1,128,+,5',2,0.43,0.0,63.7,2.1e-10,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P14
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1153007,-,CL00111,cm,1700,1851,1,128,+,5',2,0.55,0.0,53.0,7.1e-12,!,=,1,1.000,0.962,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_eukarya,RF01960,Ga0157357_1100148,-,CL00111,cm,1700,1851,1,128,+,5',2,0.55,0.0,54.0,3.5e-12,!,=,1,1.000,0.962,",",",Eukaryotic,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,Ga0157357_1150049,-,CL00111,cm,1699,1851,1,129,+,5',2,0.57,0.0,56.0,8.7e-13,!,=,1,1.000,0.963,",",",Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1153007,-,CL00111,cm,1356,1477,1,131,+,5',2,0.56,0.0,59.9,9.2e-14,!,=,1,1.000,0.985,",",",Archaeal,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1168697,-,CL00111,cm,253,383,1,131,+,5',4,0.56,0.0,77.3,5.6e-19,!,=,1,1.000,0.530,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_archaea,RF01959,Ga0157357_1100148,-,CL00111,cm,1356,1477,1,131,+,5',2,0.55,0.0,60.7,5.2e-14,!,=,1,1.000,0.985,",",",Archaeal,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,Ga0157357_1150049,-,CL00111,cm,1355,1477,1,132,+,5',2,0.57,0.0,62.0,2.1e-14,!,=,1,1.000,0.985,",",",Archaeal,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,Ga0157357_1100148,-,CL00111,cm,1401,1533,1,133,+,5',2,0.54,0.0,117.3,8.3e-34,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
